WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,8.16.21,8.17.21,8.18.21,8.19.21,8.20.21,8.21.21,8.23.21,8.24.21,8.25.21,8.26.21,8.27.21,8.28.21,8.30.21,8.31.21,9.1.21,9.2.21,9.3.21,9.4.21,9.6.21,9.7.21,9.8.21,9.9.21,9.10.21,9.11.21
Primer,DL 1x max reps @ 50%,Broad Jump for max yards,B. Sq. 1x max reps @ 50%,,Sh Pr 1x max reps @ 95/65,,,,,,,,,,,,,,B. Sq. 1x max reps @ 50%,Broad Jump for max yards,DL 1x max reps @ 50%,,Sh Pr 1x max reps @ 95/65,
Strength,,,,,,,,,ref 5.24.21,,,,,,,,,,,,ref 6.14.21,,rif on 21.3,
Athlete,Deadlifts 4x5@ 50%,Snatch Pull 5x5@ 85%,Back Squats 4x5@ 50%,,Clean Pull 5x5@ 85%,Split Jerk 6x4@ 50%,Back Squats 5x5@ 75%,(floor) | Power Snatch 6x3@ 75%,Deadlifts 5x5@ 75%,,(floor) | Powr Clean 6x3@ 75%,Bench Press 5x5@ 75%,Deadlifts 5x5@ 80%,(floor) | Power Clean 6x2@ 80%,Back Squats 5x5@ 80%,,(floor) | Power Snatch 6x2@ 80%,Split Jerk 6x2@ 80%,Back Squats 5x4@ 85%,(floor) | Power Snatch 6x2@ 85%,Deadlifts 5x4@ 85%,,(floor) | Power Clean 6x2@ 85%,Bench Press 5x4@ 85%
Enthusiast,Deadlifts 4x5@ 50%,Snatch Pull 5x5@ 135/85,Back Squats 4x5@ 50%,,Clean Pull 5x5@ 165/105,Split Jerk 6x4@ 95/65,Back Squats 5x5@ 75%,(@ knee) | Power Snatch 6x3@ 115/75,Deadlifts 5x5@ 75%,,(@ knee) | Power Clean 6x3@ 155/95,Bench Press 5x5@ 75%,Deadlifts 5x5@ 80%,(@ knee) | Power Clean 6x2@ 165/85,Back Squats 5x5@ 80%,,(@ knee) | Power Snatch 6x2@ 125/80,Split Jerk 6x2@ 155/90,Back Squats 5x4@ 85%,(@ knee) | Power Snatch 6x2@ 135/85,Deadlifts 5x4@ 85%,,(@ knee) | Power Clean 6x2@ 185/95,Bench Press 5x4@ 85%
Foundation,RDL's 4x5@ 125/85,Snatch Hi Pull 5x5@ 75/45,Box Squats 4x5@ 95/65,,Clean Hi Pull 5x5@ 95/65,Split Jerk Foot Work 6x4@ 45/35,Box Squats 5x5@ 105/70,(Dip) | Muscle Sn. + OHS 6x3+3@ 45/35,RDL's 5x5@ 135/95,,(Dip) | Muscle Cl. + Fr. Sq. 6x3+3@ 75/45,Bench Press 5x5@ 95/65,RDL's 5x5@ 145/105,(Dip) | Muscle Cl. + Fr. Sq. 6x2+2@ 85/55,Box Squats 5x5@ 115/75,,(Dip) | Muscle Sn. + OHS 6x2+2@ 50/40,Split Jerk Footwork 6x3@ 55/45,Box Squats 5x4@ 125/85,(Dip) | Muscle Sn.+OHS 6x2+2@ 55/45,RDL's 5x4@ 155/115,,(Dip) | Muscle Cl.+Fr. Sq. 6x2+2@ 95/65,Bench Press 5x4@ 115/75
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,Plantar Fasicitis Relief,,,,,,Fixing Elbow Pain,,Fran,,,,Assess and Correct Your Squat (knee down),,Weight a minute,Hero WoD: Nate,,,Assess and Correct Your Shoulder Press,,Weekend AMRAP
Athlete,6rds; for time,15min AMRAP,5rds; for time,Litmus- Toe Walk/Heel Walk,15min AMRAP,EoMOM for 16min; for max reps,15min AMRAP,6rds; for time,6rds; for time,Litmus- Rotating Hammer,EMOM for 12min,21-15-9,7rds; for time,20min AMRAP,15min AMRAP,Litmus- Squat Sit,5rds; for time,3rds; for time,20min AMRAP,8rds; for time,20min AMRAP,Litmus- Supine Overhead Screen,15min AMRAP,20min
