WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
Day,1.1.24,1.2.24,1.3.24,1.4.24,1.5.24,1.6.24,1.8.24,1.9.24,1.10.24,1.11.24,1.12.24,1.13.24,1.15.24,1.16.24,1.17.24,1.18.24,1.19.24,1.20.24,1.22.24,1.23.24,1.24.24,1.25.24,1.26.24,1.27.24
Primer,,10 Eccentric Push Ups,200m Row,,20 GHD's/ Glute Bridge Walkout,15 Box Jumps,10 Rev Med Ball Toss,10 Squat Sit BNP,300m Row,,20 Med Ball Side Toss,,,,,,,,3x :10 Iso Deadlift,20 Jumping Lunges,15 Box Jumps,,10 Side Med Ball Toss,10 Drop Snatch
Strength,ref 6.10.23 | 3.4.23 | 1.2.21,ref 1.31.23,ref 11.15.23 | 3.22.23 | 1.3.22,,ref 4.25.23,ref 3.2.22,ref 2.10.23,ref 2.7.23,ref 2.8.23,,ref 3.12.22,,10.19.20 | 1.27.20,4.2.21 | 1.6.21 | 10.9.20 | 1.28.20,10.14.20,,10.20.20,1.9.21 | 10.17.20 | 2.1.20 ,ref 9.9.16 | 9.9.22 | 11.28.22 | 10.30.23,ref 3.21.23,ref 8.12.19,,Friday Night Fitness | 10.26.20 | 8.4.20,ref 5.6.23
Athlete,,Bench Press 5x5@ 70%,Back Squats 5x5@ 70%,,Deadlifts 5x5@ 70%,Hang Snatch 6x3@ 65%,Deadlifts 5x3@ 80%,Snatch 6x2@ 75%,Back Squats 5x3@ 80%,,Bench 5x3@ 80%,,Back Squats 5x2@ 85%,Snatch 6x2@ 80%,Deadlifts 5x2@ 85%,,Clean 6x2@ 80%,Bench Press 5x2@ 85%,Deadlifts 5x1@ 90%,Clean and Jerk 6x1@ 85%,Back Squats 5x1@ 90%,,Bench Press 5x1@ 90%,Snatch 6x1@ 85%
Enthusiast,,Bench Press 5x5@ 65%,Back Squats 5x5@ 65%,,Deadlifts 5x5@ 65%,Hang P Snatch 6x3@ 95/65,Deadlifts 5x3@ 75%,Power Snatch 6x2@ 115/75,Back Squats 5x3@ 75%,,Bench 5x3@ 75%,,Back Squats 5x2@ 80%,Power Snatch 6x2@ 135/85,Deadlifts 5x2@ 80%,,Power Clean 6x2@ 165/105,Bench Press 5x2@ 80%,Deadlifts 5x1@ 85%,Clean + Fr Sq 6x1@ AHvyAP,Back Squats 5x1@ 85%,,Bench Press 5x1@ 85%,Snatch + OHS 6x1@ AHvyAP
Foundation,,Bench Press 5x5@ 95/65,Box Squats 5x5@ 135/85,,RDL's 5x5@ 135/85,Hang Muscle Snatch 6x3@ 75/45,RDL's 5x3@ 155/95,Overhead Squat 6x5@ 45/35,Box Squats 5x3@ 145/90,,Bench 5x3@ 115/75,NO CLASS,Box Squats 5x2@ 155/95,Overhead Squat 6x5@ 45/35,RDL's 5x2@ 165/105,,Zombie Squats 6x5@ AHvyAP,Bench Press 5x2@ 135/85,RDL's 5x2@ 185/115,Muscle Clean + Fr Sq 6x2@ AHvyAP,Box Squats 5x2@ 165/105,,Bench Press 5x2@ 145/95,Muscle Snatch + OHS 6x2@ AHvyAP
At-Home,,Push Ups 5x10@ bw,Heel Touches 5x12ea@ bw,,Single Leg RDL's 5x10ea@ bw,Overhead Squat 6x10@ pvc,Single Leg RDL's 5x12ea@ bw,Squat Sit Behind the Neck Press 6x5@pvc,Heel Touches 5x12ea@ bw,,Push Ups 5x12@ bw,,Heel Touches 5x12ea@ bw,Pressing Snatch Balance 6x5@ pvc,Single Leg RDLs 5x12ea@ bw,,Goblet Squats 6x5@ AHvyAP,Tempo Push Ups 5x10,Hip Airplanes 5x10ea@ bw,Goblet Squats 6x3@ AHvyAP,Single Leg Squats 5x10ea@ bw,,Tempo Push Ups 5x12,Squat Sit BNP 6x10@ pvc
,A- Med | L-Hvy,A- Hvy | L- Lt,A- Med | L- Med,,A- Med | L-Lt,A- Lt | L- Hvy,A- Hvy (100+) | L- Lt (50),A- Med(45) | L- Med (48),A- Lt (carry) | L- Hvy (142),,A- Med | L- Lt,,A- Lt | L- Hvy,A- Hvy | L-Lt,A-Lt | L-Med,,A- Med | L- Med,A- Med | L- Lt,A- Med | L- Hvy,A- Lt | L- Lt,A- Med | L- Hvy,,A- Hvy | L-Lt,A- Lt | L-Hvy
WoD,,,Baseline & Baseline 2.0,https://youtu.be/0BmTLZqgDXI,,,,,,Knee Pain Relief | https://youtu.be/5Ba-v5Olb6U,,,,,,Fix Your Hips | https://youtu.be/cgpFFxI8Z_o,,The Ghost,,,, Relieve Shoulder and Neck Tension - YouTube,,
Athlete,6rds | for time,EMOM for 6min (each section),2rds; for best time,,EMOM for 10min | max SLR,EMOM for 10min,15min AMRAP,5rds; max cals,EMOM for 12min,,3rds; for time,,5rds; for time,12min AMRAP,AMRAP in 10min,,15min AMRAP,6 rounds; 1min/station:,5rds; for time,15min AMRAP,5rds; for time,,3 rounds; for max reps,14min AMRAP
,20 Lunges,5 Chest to Bar Pull Ups,500m Row,,5 Devils Press (40's/25's),"8 Step Ups (24"")",10 Commando Pull Ups,3 Push Press (80% BW),5 Kb Swing (70/55),,5 Floor Press (165/115),,50 Dubs,1 Eccentric Muscle Up,10yd Broad Jump,,"4 Box Jump (33""/27"")",Row (cal),2 Clusters (185/125),10 Shuttle Runs,10 RDL(185/125),,Min 0-2: Strict Pull Ups (40/25),8 Wall Balls (30/20)
