WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,5.22.23,5.23.23,5.24.23,5.25.23,5.26.23,5.27.23,5.29.23,5.30.23,5.31.23,6.1.23,6.2.23,6.3.23,6.5.23,6.6.23,6.7.23,6.8.23,6.9.23,6.10.23,6.12.23,6.13.23,6.14.23,6.15.23,6.16.23,6.17.23
Primer,Incremental Squats x10,Jumping Split Squats x10ea,Single Leg RDL x10ea,,10 OHS,12 Squat Sit BNP,Movement Prep 1,10 Pressing Snatch Balance,15 Box Jumps,,12 Front Squats,10 Med Ball Floor Press,12 Incremental Squats,15 Box Jumps,25 Kb Swings,,10 Tempo Push Ups,12 OHS,Move Prep 1/McGill Big 3,Movement Prep 1,Movement Prep 1,,15 Box Jumps,20 DB G2O
Strength, ,ref 2.28.23,ref 3.1.23,,,,,,,,,,,ref 1.10.22,ref 1.12.22,,ref 1.7.22,ref 3.4.23/1.2.21,,,ref 12.21.22 & 3.15.23,,,ref 12.12.22 & 3.18.23
Athlete,Back Squats 5x3@ 70%,Hang Clean & Jerk 6x3@ 70%,Deadlifts 5x3@ 70%,,Hang Snatch 6x3@ 70%,Bench  5x3@ 70%,,SG DL+ Hang Snatch 6x3@ 75%,Back Squats 5x5@ 75%,,DL+ Hang Clean 6x3@ 75%,Bench 5x5@ 75%,Back Squats 5x5@ 65%,Hi Pull+Hang Clean 6x3@ 65%,Deadlifts 5x5@ 65%,,Bench  5x5@ 65%,SG Hi Pull+Hang Snatch 6x3@ 65%,Front Squat Sit 1 x 45sec @ 1/2 bodyweight,10min AHvyAP 1 Weighted Pull Up Max | 1 round max reps Weighted Pull Up (75% of Max),Broad Jump 3x1,,Clean 6x2@ 80%,Snatch 6x2@ 80%
Enthusiast,Back Squats 5x3@ 60%,Clean & Push Press 6x3@ 135/85,Deadlifts 5x3@ 60%,,Hang Power Snatch 6x3@ 115/75,Bench  5x3@ 60%,,SG DL+H.P. Sn. 6x3@ 115/75,Back Squats 5x5@ 65%,,DL+Hang Power Clean 6x3@ 155/105,Bench 5x5@ 65%,Back Squats 5x5@ 55%,Hi Pull+Hang Power Clean 6x3@ 135/95,Deadlifts 5x5@ 55%,,Bench  5x5@ 55%,SG Hi Pull+Hang Power Snatch 6x3@ 95/65,Front Squat Sit 1 x 30sec @ 1/3 bodyweight,10min AHvyAP 3 Bent Over Row Max | 1 round max reps Bent Over Row (75% of Max),Broad Jump 3x1,,Power Clean 6x2@ 165/115,Power Snatch 6x2@ 135/85
Foundation,Box Squats 5x3@ 95/65,Muscle Clean & Sh Press 6x3@ 95/65,RDL's 5x3@ 135/85,,Hang Muscle Snatch 6x3@ 75/45,Bench Press  5x3@ 95/65,,SG DL+Hang Muscle Snatch 6x3@65/35,Box Squats 5x5@ 115/75,,RDL+Hang Muscle Clean 6x3@ 85/55,Bench 5x5@ 105/75,Box Squats 5x5@ 95/65,Hi Pull+Hang Muscle Clean 6x3@ 75/45,RDL's 5x5@ 115/75,,Bench 5x5@ 95/65,SG Hi Pull+Hang Muscle Snatch 6x3@ 65/35,Goblet Squat Sit 1 x 30sec @ 1/3 bodyweight,10min AHvyAP 5 Supported Bent Over Row Max | 1 round max reps Supported Bent Over Row (75% of Max),Broad Jump 3x1,,Muscle Clean 6x2@ 115/75,Muscle Snatch 6x2@ 95/65
At-Home,Tempo Sumo Squats  5x10@ bw,Squat Jumps 6x5@ bw,Hip Airplanes 5x7ea,,Squat Sit BNP 6x10@ pvc,Tempo Push Ups 5x3@ 3133,,Overhead Squat 6x7@ pvc,Single Leg Squats 5x10ea@ bw,,Squat Jumps 6x7,Push Ups 6x12,Tempo Squats 5x5@ 5555,Sott's Press 6x10,Single Leg RDL's 5x7ea@ bw,,Push Ups 6x15,Squat Sit Behind the Neck Sh Pr 6x10@ pvc,Goblet Squat Sit 1 x 45sec @ 1/2 bodyweight,10min AHvyAP 3 Bent Over Row Max | 1 round max reps Bent Over Row (75% of Max),Broad Jump 3x1,,Jumping Lunges 6x10@ bw,OHS 6x5@ pvc
,A- Lt | L- Hvy,A- Hvy | L- Lt,A- Med | L- Med,,A- Lt | L-Hvy,A- Med | L- Lt,A- Hvy | L- Hvy,A-Lt | L-Med,A- Med | L-Lt,,A- Lt | L-Med,A- Hvy | L-Lt,A- Lt | L- Hvy,A-Med | L-Lt,A- Hvy | L-Med,,A- Lt | L-Med,A- Med | L-Hvy,A- Hvy | L- Hvy,A- Lt | L-Lt,A- Med | L-Med,,A-Med | L-Hvy,A-Med | L-Med
WoD,,,,Relieve Shoulder and Neck Tension,,,Murph,,,Total Body Stress Relief,,,,,,Squat sit for less pain,,,,,,Shoulder Blade Pain Fix,,
Athlete,3rds; for time,for time,5rds; for time,,for time,EMOM for 12min,for time; w/ vest,5rds; (15min cap),15min AMRAP,,For time,EMOM for 12min,5rds; for time,15min AMRAP,21-15-9-6-3; for time,,6rds; for time,6rds | for time ,15min AHvyAP,20min; pass/fail,2000m Row*,,20min AMRAP,15min AMRAP
,10 Kb Swings (70/55),30-20-10,"10 Step Ups (40/25)(24"")",,50 Dubs,5 Db G2O (50/35),1mile run,5 Deadlifts (75%),10 Shuttle Runs (10out/10back),,800m Row,10 Lunges,15 Kb Swings (55/35),8 Strict HSPU,Thrusters (95/65),,20 Wall Balls (20/14),20 Lunges ,1 Deadlift Max,Run or row,then,,10 Burpees,10 Db Bench (50's/35's)
,20 Cossack Squats (25/15),Ring Rows (flat),8 Db Tri Ext (40's/25's),,40 Jumping Lunges,5 Burpees,100 Pull Ups,80yd Suitcase Carry (55/35),6 Wall Walks,,100 Dubs,8 Push Press (115/75),14 Bulgarian Split Squats (25/15),14 Strict Pull Ups,Bar Over Burpees,,20 Dubs,15 Jump Squats ,1 round,then,30 Shoulder Press (115/75),,"10 Step Ups (24"")(40/25)",8 Front Squats (135/85)
,30 Dubs,Push Ups,16 Alternating V_Ups,,30 Single Leg Squats,,200 Push Ups,50 Bicycles,12 Reverse Flys (15's/10's),,30 Wall Balls (30/20),6 Chin Ups,13 Push Ups,200m Row,,,200m Row,10 Burpees ,Max reps Deadlift (75% of max),max effort; :45sec,*use to calculate VO2 max,,40 Dubs,6 Strict TTB
,40 Bicycles,Shoulder Press (95/65),,,20 Sumo Squats (55/35),,300 Squats,,,,,,50 Dubs,26 Alt V-Ups,,,20 Dubs,after rd 3 and 5 complete 150 dubs,12min AHvyAP,Run or Shuttle Sprints,,,,
,,,,,10 Dragon Flags,,1mile run,,,,,,,,,,,,1 Bench Press Max,Measure HR after and at 1 | 2 | and 3 mins,,,,
,,,,,,,,,,,,,,,,,,,1 round,,,,,
,,,,,,,,,,,,,,,,,,,Max reps Bench (75% of max),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,3rds; for time,for time,5rds; for time,,for time,EMOM for 12min,for time; w/o vest,5rds; (15min cap),15min AMRAP,,For time,EMOM for 12min,5rds; for time,15min AMRAP,21-15-9-6-3; for time,,5rds; for time,6rds | for time ,15min AHvyAP ,20min; pass/fail,2000m Row*,,20min AMRAP,15min AMRAP
,10 Kb Swings (55/36),30-20-10,"10 Step Ups (25/15)(20"")",,25 Dubs,5 Db G2O (40/25),1mile run,5 Deadlifts (65%),10 Shuttle Runs (10out/10back),,800m Row,10 Lunges,15 Db Swings (40/25),8 HSPU,Thrusters (95/65),,20 Wall Balls (20/14),20 Lunges ,3 Deadlift Max ,Run or row,then,,10 Burpee (on knees),10 Db Bench (40's/25's)
,20 Cossack Squats (bw),Ring Rows,8 Db Tri Ext (25's/15's),,40 Jumping Lunges,5 Burpees (knees),100 Box Pull Ups,80yd Suitcase Carry (40/25),6 Modified Wall Walks,,50 Dubs,8 Push Press (95/65),14 Bulgarian Split Squats (bw),14 Pull Ups,Burpees,,20 Dubs,15 Jump Squats ,1 round ,then,30 Shoulder Press (95/65),,"10 Step Ups (20"")(40/25)",8 Front Squats (115/75)
,15 Dubs,Push Ups,16 Alternating V_Ups,,30 Single Leg Squats (assisted),,200 Push Ups (knees),50 Bicycles,12 Reverse Flys (10's/5's),,30 Wall Balls (20/14),6 Box Chin Ups,13 Knee Push Ups,200m Row,,,200m Row,10 Burpees (knees),Max reps Deadlift (75% of max) ,max effort; :45sec,*use to calculate VO2 max,,20 Dubs,6 Strict KTE
,40 Bicycles,Shoulder Press (75/45),,,20 Sumo Squats (40/25),,300 Squats,,,,,,25 Dubs,26 Alt V-Ups,,,20 Dubs,after rd 3 and 5 complete 75 dubs,12min AHvyAP ,Run or Shuttle Sprints,,,,
,,,,,10 Ecc Dragon Flags,,1mile run,,,,,,,,,,,,3 Bench Max ,Measure HR after and at 1 | 2 | and 3 mins,,,,
,,,,,,,,,,,,,,,,,,,1 round,,,,,
,,,,,,,,,,,,,,,,,,,Max reps Bench (75% of max) ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,3rds; for time,for time,5rds; for time,,for time,EMOM for 12min,SMuprh; for time; bw,5rds; (15min cap),15min AMRAP,,For time,EMOM for 12min,5rds; for time,15min AMRAP,21-15-9-6-3; for time,,4rds; for time,6rds | for time ,15min AHvyAP,20min; pass/fail,2000m Row*,,20min AMRAP,15min AMRAP
,10 Db Swings (40/25),30-20-10,10 Step Ups (bw)(AHiAP),,50 Singles,5 Db G2O (25/15),1/2mile run,5 RDL's (135/85),10 Shuttle Runs (10out/10back),,800m Row,10 Lunges,15 Db RDLs (40/25),8 Db Sh Pr (25's/15's),Db Thrusters (25's/15's),,20 Wall Balls (20/14),20 Lunges ,3-5 Deadlift Max,Run or row,then,,10 Burpee (no push up),10 Db Bench (25's/15's)
,20 Sumo Squat (bw),Ring Rows,8 Db Tri Ext (15's/10's),,40 Split Squats,5 Burpees (no push up),50 Ring Rows,80yd Suitcase Carry (40/25),6 Inch Worms,,100 Singles,8 Sh Press (75/45),14 Split Squats (bw),14 Ring Rows,Burpee (no push up),,20 Dubs,15 Squat Hops,3min AMRAP,then,30 Shoulder Press (75/45),,10 Step Ups (AHiAP),8 Goblet Squats (55/35)
,30 Singles,Incline Push Ups,16 Opp Hand to Foot,,30 Single Leg Squats (to bench),,100 Incline Push Ups,50 Bicycles (legs only),12 Reverse Flys (5's/2.5's),,30 Wall Ball Thrusters (20/14),6 Ring Curls,13 Incline Push Ups,200m Row,,,200m Row,10 Burpees (no push up),Max Deadlift (75% of max),max effort; :45sec,*use to calculate VO2 max,,40 Singles,6 HKR
,40 Bicycles (legs only),Shoulder Press (45/35),,,20 Sumo Squats (bw),,150 Squats (to box),,,,,,50 Singles,26 Opp hand to Opp Foot,,,20 Singles,after rd 3 and 5 complete 150 Singles,12min AHvyAP,Row or Shuttle Sprints,,,,
,,,,,10 Candlesticks,,1/2 mile run,,,,,,,,,,,,3-5 Bench Press Max,Measure HR after and at 1 | 2 | and 3 mins,,,,
,,,,,,,,,,,,,,,,,,,1 round,,,,,
,,,,,,,,,,,,,,,,,,,Max reps Bench (75% of max),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,3rds; for time,for time,5rds; for time,,for time,EMOM for 12min,for time | w/o vest,5rds; (15min cap),15min AMRAP,,For time,EMOM for 12min,5rds; for time,15min AMRAP,21-15-9-6-3,,5rds; for time,6rds | for time ,15min AHvyAP,20min; pass/fail,1600m Walk/Jog/run*,,20min AMRAP,15min AMRAP
,10 Burpees,30-20-10,10 Step Ups (AHiAP),,50 Jumping Jacks,7 Squat Jump to Floor Tap,1mile run,5ea Single Leg RDL's (AHvyAP),10 Shuttle Runs (10out/10back),,800m Row or Run,10 Lunges,15 Squat hops,8 Down Dog HSPU,Lunges (ea leg),,20 Squats,20 Lunges ,3-5 Leg Extension Max,Run or row,then ,,10 Burpees,10 Push Ups
,20 Cossack Squats (bw),Batwings,8 Hand to Elbow Plank,,40 Jumping Lunges,5 Burpees,100 Pull Ups,80yd Suitcase Carry (AHvyAP),6 Wall Walks,,100 Dubs (or jumping jacks),8 Handstand Push Up,14 Bulgarian Split Squats (bw),14 Wall Shoulder Press,Burpee,,20 Jumping Jacks,15 Jump Squats ,3min AMRAP,then,30 Wall Shoulder Press,,10 Step Ups (AHiAP)(AHvyAP),12 Squats
,30 Jumping Jacks,Incline Push Ups,16 Alternating V_Ups,,30 Single Leg Squats (assissted),,200 Push Ups,50 Bicycles,12 Reverse Flys (15's/10's),,30 Burpees,6 Bicep Curls (backpack),13 Push Ups,1min Jog in place,,,1min Jog in place,10 Burpees ,Max rep Leg Ext (75% of Max),max effort; :45sec,*use to calculate VO2 max,,40 Dubs,14 Tuck Ups
,40 Bicycles,Wall Shoulder Press,,,20 Sumo Squats (bw),,300 Squats,,,,,,50 Dubs,26 Alternating V-Ups,,,20 Jumping Jacks,after rd 3 and 5 complete 150 dubs,12min AHvyAP,Run or Shuttle Sprints,,,,
,,,,,10 V-Ups,,1mile run,,,,,,,,,,,,3-5 Bench Press Max,Measure HR after and at 1 | 2 | and 3 mins,,,,
,,,,,,,,,,,,,,,,,,,3min AMRAP,,,,,
,,,,,,,,,,,,,,,,,,,Bench Press (75% of Max),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,2min Squat Sit,50 Rev Flys (10's/5's),40 Sumo Squats,,50 Banded Side Steps,50 Lateral Raises,Breakfast?,3min Banded Side Steps,5min Abs,,30 GHD's,30 Bicep Curls,2min Couch,3min Glute Bridge,5min Abs,,30 Bi's and Tri's,5min Abs,Max Deadhang,2min Couch,6min Abs,,50 Banded Side Steps,3min Planks
,,,,,,,,,,,,,,,,,,,,,,,,
