WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,10.11.21,10.12.21,10.13.21,10.14.21,10.15.21,10.16.21,10.18.21,10.19.21,10.20.21,10.21.21,10.22.21,10.23.21,10.25.21,10.26.21,10.27.21,10.28.21,10.29.21,10.30.21,11.1.21,11.2.21,11.3.21,11.4.21,11.5.21,11.6.21
Primer,Squat Sit Test,Max Push Up Test,Iso Back Extension,,Deadhang/Pull Up Test,Plank Test,,,,,,,,,,,,,Squat Sit Test,Max Push Up Test,Iso Back Extension,,Deadhang/Pull Up Test,Plank Test
Strength,,,,,,,,,,,,,,,,,ref 10.10.16,ref 8.14.21,ref 6.15.16,ref 10.18.21,ref 8.11.21,,ref 6.17.16,ref 8.9.21
Athlete,(Tempo) | Back Squats 5x5@ 50%,(knee) | Muscle Snatch 6x4@ 60%,Turkish Get-Ups,,(Tempo) | Deadlift 5x5@ 50%,Floor Press 3x max @ 135/85,Deadlift 4x10@ 55%,(Top down) | 3 Position Clean 6x3@ 55%,Back Squats 4x10@ 55%,,Bench Press 4x10@ 55%,(Top Down) | 3 Position Snatch 6x3@ 55%,Back Squats 4x8@ 60%,(knee) | Hang P Sn + OHS 6x3@ 60%,Deadlifts 4x8@ 60%,,(knee) | Hang P Cl + Fr Sq 6x3@ 60%,,Deadlifts 4x8@ 65%,(knee) | Hang P Cl + Fr Sq 6x3@ 65%,Back Squats 4x8@ 65%,,(knee) | Hang P Sn + OHS 6x3@ 65%,
Enthusiast,(Tempo) | Back Squats 5x5@ 50%,Snatch Pull Under 6x4@ 95/65,,,(Tempo) | Deadlift 5x5@ 50%,Floor Press 3x max @ 95/65,Deadlift 4x10@ 55%,(Dip/Knee) | 2-Position Clean 6x3@ 135/85,Back Squats 4x10@ 55%,,Bench Press 4x10@ 55%,(Dip/Knee) | 2 Position Snatch 6x3@ 95/65,Back Squats 4x8@ 60%,(dip) | P Snatch 6x3@ 115/75,Deadlifts 4x8@ 60%,,(dip) | P Clean 6x3@ 145/90,,Deadlifts 4x8@ 65%,(dip) | P Clean 6x3@ 155/95,Back Squats 4x8@ 65%,,(dip) | P Sn 6x3@135/75,
Foundation,(Tempo) | Goblet Squats 5x5@ 25/15,Overhead Squat 6x4@ 45/35,,,(Tempo) | RDL 5x5@ 75/45,Floor Press 3x max @ 40's/25's,RDL 4x10@ 95/65,(Dip) | Clean Pull 6x3@ 75/45,Box Squats 4x10@ 75/45,,Bench Press 4x10@ 75/45,(Dip) | Snatch Pull 6x3@ 65/55,Box Squats 4x8@ 85/55,(dip) | Muscle Snatch 6x3@ 65/55,RDL's 4x8@ 115/75,,(dip) | Muscle Clean 6x3@ 75/45,,RDL's 4x8@ 135/85,(dip) | Muscle Clean 6x3@ 85/55,Box Squats 4x8@ 95/65,,(dip) | Muscle Snatch 6x3@ 75/60,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,Fix Your Front Rack,,,,,,Why your knees always hurt,,,,,,Bench Press Sh Pain,,Chipper,,,Baseline,Shoulder blade pain?,,Annie
Athlete,Tabata Squats,15min AMRAP,5rds; for time,Litmus- Front Squat,EMOM for 10min,EoMOM for 10min,12min AMRAP,7rds; for time,5rds; for time,Litmus- Split Squat,15min AMRAP,EMOM for 15min; for max reps,12min AMRAP,5rds; for time,EMOM for 10min,Litmus- Bench/Push Up,5rds; for time,for time,EMOM,EMOM for 15min,500m Row,Litmus- Arm circles*,9rds; for time,for time
