WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,12.2.19,12.3.19,12.4.19,12.5.19,12.6.19,12.7.19,12.9.19,12.10.19,12.11.19,12.12.19,12.13.19,12.14.19,12.16.19,12.17.19,12.18.19,12.19.19,12.20.19,12.21.19,12.23.19,12.24.19,12.25.19,12.26.19,12.27.19,12.28.19
Primer,,,,,,,,,5x Hi Skips/Back pedal (Tall start),,,5-10-15-20 Sprint Shuttles,5x Hi Skips/B. Pedal (Med Start),,,,,,,,,,,
Strength,,,,,,,,,,,,,ref 9.17.19,ref 9.27.19,,,ref 9.13.19,,,,,ref 12.26.18,,
Athlete,Deadlifts 10x5@ 65%,Hang Snatch 6x4@ 60%,Back Squats 10x5@ 65%,,Hang Clean 6x4@ 60%,,Back Squats 10x4@ 70%,Clean+Jerk 6x4@ 65%,Deadlifts 10x4@ 70%,,Snatch 6x4@ 65%,,Deadlifts 10x3@ 75%,Hang Hi Pull+Sn 6x3@ 70%,Back Squats 10x3@ 75%,,Hang Hi Pull+Cl 6x3@ 70%,,Death by Back Squats 2x max@ 55% ,,,,,
Enthusiast,Deadlifts 10x5@ 60%,Hang Power Snatch 6x4@ 95/65,Back Squats 10x5@ 60%,,Hang Power Clean 6x4@ 135/85,,Back Squats 10x4@ 65%,M. Clean+Push Press 6x4@ 115/75,Deadlifts 10x4@ 65%,,M. Snatch + OHS 6x4@ 75/45,,Deadlifts 10x3@ 70%,Hang Hi Pull+ P. Sn. 6x3@ 95/65,Back Squats 10x3@ 70%,,Hang Hi Pull+P. Cl. 6x3@ 125/80,,Death by Back Squats 2x max@ 50%,,Gym Closed,Gym Closed,Gym Closed,Gym Closed
Foundation,RDL's 10x5@ 115/75,OHS 6x4@ pvc,Box Squats 10x5@ 95/65,,Front Squat 6x4@ 45/35,,Box Squats 10x4@ 115/75,Front Sq + Sh Pr 6x4@ 75/45,RDL 10x4@ 125/80,,Tall Snatch + OHS 6x4@ 45/35,,RDL 10x4@ 135/85,M. Sn. + OHS 6x3@ 75/45,Box Squats 10x3@ 125/80,,M. Cl. + Fr. Sq. 6x3@ 95/65,,Death by Box Squats 2x max@ 75/45,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,,,,,,,,,,,,,,,Steve Hill,Med Ball Circuit,12 Days of Christmas,,,Durante Core,Ivan
Athlete,Every 2min for 18min,15min AMRAP,5rds; for time,Anatomical Trains,6rds; for time (15min time cap),EoMOM for 20min,E2MOM for 14min,15min AMRAP,8rds; for time,Anatomical Trains,18min AMRAP,6rds; for time,5 rounds; for time,8rds; for time,5 cycles of; ,Squat Fix,EMOM for 18min; for reps,Partner AMRAP in 20min,Partner WoD,"1 Box Jumps (30""/24"")",Merry Christmas!!!,For time,5rds; for time,50 Dubs before ea round
