WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,3.1.21,3.2.21,3.3.21,3.4.21,3.5.21,3.6.21,3.8.21,3.9.21,3.10.21,3.11.21,3.12.21,3.13.21,3.15.21,3.16.21,3.17.21,3.18.21,3.19.21,3.20.21,3.22.21,3.23.21,3.24.21,3.25.21,3.26.21,3.27.21
Primer,,,,,,,,,,,,,,,,,,,,,,,,
Strength,ref 9.18.20,ref 12.22.20,ref 12.4.20,,ref 1.15.20,ref 4.4.20,ref 12.7.20,,,,,ref 1.18.16 | 1.18.20,ref 12.21.20,ref 12.1.20,St. Pat's,,,ref 2.10.16,,ref 12.11.20,ref 3.15.16,,,ref1.29.16
Athlete,Back Squats 5x6@ 70%,(Floor) | P. Snatch 6x4@ 65%,Deadlifts 5x6@ 70%,,(Floor) | P. Clean 6x4@ 65%,,Deadlifts 5x6@ 75%,(Floor) | P. Clean 6x3@ 70%,Back Squats 5x6@ 75%,,(Floor) | P. Snatch 6x3@70%,,Back Squats 5x5@ 80%,Snatch 6x3@ 75%,Deadlifts 5x5@ 80%,,Clean 6x3@ 75%,,Deadlifts 5x4@ 83%,Clean Pull Under 6x5@ 55%,Back Squats 5x4@ 83%,,Snatch Pull Under 6x5@ 55%,
Enthusiast,Back Squats 5x6@ 70%,(PP) | P. Snatch 6x4@ 115/75,Deadlifts 5x6@ 70%,,(PP) | P. Clean 6x4@ 125/85,,Deadlifts 5x6@ 75%,(PP) | P. Clean 6x3@ 135/95,Back Squats 5x6@ 75%,,(PP) | P. Snatch 6x3@ 125/85,,Back Squats 5x5@ 80%,(Floor) | P. Snatch 6x3@ 135/95,Deadlifts 5x5@ 80%,,(Floor) | P. Clean 6x3@ 145/105,,Deadlifts 5x4@ 83%,Dip Clean 6x5@ 115/75,Back Squats 5x4@ 83%,,Dip Snatch 6x5@ 95/65,
Foundation,Box Squats 5x6@ 115/75,Snatch Pull 6x4@ 115/75,RDL's 5x6@ 155/95,,Clean Pull 6x4@ 125/85,,RDL's 5x6@ 165/105,(Clean) | 1/2 Lift Off 6x4@ 115/75,Box Squats 5x6@ 125/85,,(Snatch) | 1/2 Lift Off 6x3@ 95/65,,Box Squats 5x5@ 135/95, Snatch Hi Pull 6x3@ 105/75,RDL's 5x5@ 175/95,,Clean Hi Pull 6x3@ 125/85,,RDL's 5x4@ 185/105,Muscle Clean 6x5@ 65/45,Box Squats 5x4@ 140/100,,Muscle Snatch 6x5@ 45/35,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,,,Optimus Prime,,,,,CrossFit Open 21.1,,,,,,CrossFit Open 21.2,,,,,,CrossFit Open 21.3 (15min time cap),
Athlete,10-9-8-7-6-5-4-3-2-1,EMOM for 12min,7rds; for time,Neck and Shoulders,21-15-9-6-3,7min AMRAP,2 rounds; for time,6rds; for time,15min AMRAP,Myofascial Plane- Back Fxnl Line,15min time cap,10min AMRAP (60% Clean Max),5 rounds; for max reps ,EMOM for 10min,15min AMRAP,Myofascial Plane-  Front Fxnl Line,for time,4x 3min AMRAP (2min rest),15min AMRAP,5min AMRAP,10min AMRAP,Myofascial Plane- Ipsilateral Line,Front Squats,5 rounds; for max reps
