WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,4.26.21,4.27.21,4.28.21,4.29.21,4.30.21,5.1.21,5.3.21,5.4.21,5.5.21,5.6.21,5.7.21,5.8.21,5.10.21,5.11.21,5.12.21,5.13.21,5.14.21,5.15.21,5.17.21,5.18.21,5.19.21,5.20.21,5.21.21,5.22.21
Primer,,,,,,,,,,,,,,,,,,,,,,,,
Strength,,,,,,,,ref 5.10.16,,,ref 5.9.16,,ref 2.1.21,ref 2.5.21,ref 5.3.16,,ref 5.11.16,,ref 5.4.16,ref 5.17.16,,,ref 5.13.16,
Athlete,Back Squats 5x7ea @35lb offset,Snatch Complex | 5x 5ea@ (75/45) | 1st Pull | Double knee bend | Power pop/ Triple ext | Hi Pull (with dip drive)  | Muscle Snatch (w/ hip drive)  | OHS,Bear Crawl Complex | Forward Crawl | Reverse Crawl | Side Crawl (L and R) | Circles (L and R),,Clean Complex | 5x 5ea (75/45) | 1st pull | Double knee bend | Power pop/ Triple Ext | Hi pull (w/ dip drive) | Muscle clean (w/ dip drive) | Front Squat,Db Bench 5x10@ 50's/35's | Ring rows 5x 12,Deadlifts 4x10@ 60%,(Clean) | 1st Pull + H Cl (knee) + Fr Sq | 8x 2 (1+1+1)@ 55%,Back Squats 4x10@ 60%,,(Snatch) | 1st Pull+H Sn+OHS | 8x 2@ (1+1+1)@ 55%,Kb Bench 4x10@ 55's/35's,Back Squats 4x8@ 65%,(PP) | Power Snatch 6x4@ 60%,Deadlifts 4x8@ 65%,,(PP) | Power Clean 6x4@ 60%,,Bench 4x8@ 70%,(PP) | Power Clean 6x3@ 65%,Back Squats 3x8@ 70%,,(PP) | Power Snatch 6x3@ 65%,Kb Floor Pr 3x max reps@ 70's/55's
Enthusiast,Back Squats 5x7ea @25lb offset,(45/35),,,(45/35),Db Bench 5x10@ 40's/25's | Ring rows 5x12,Deadlifts 4x10@ 60%,(Clean) | 1st Pull + H Cl (knee) + Fr Sq | 8x 2 (1+1+1)@ 115/75,Back Squats 4x10@ 60%,,(Snatch) | 1st Pull+H Sn+OHS | 8x 2@ (1+1+1)@ 75/45,Db Bench 4x10@ 50's/35's,Back Squats 4x8@ 65%,(PP) | Power Snatch 6x4@ 95/65,Deadlifts 4x8@ 65%,,(PP) | Power Clean 6x4@ 125/80,,Bench 4x8@ 70%,(PP) | Power Clean 6x3@ 135/85,Back Squats 3x8@ 70%,,(PP) | Power Snatch 6x3@ 115/75,Kb Floor Press 3x max reps@ 55's/35's
Foundation,Box Squats 5x7ea @15lb offset,pvc,,,pvc,Db Bench 5x10@ 25's/15's | Ring rows 5x12,RDL's 4x10@ 120/80,Muscle Clean + Fr Sq | 8x 3 (1+1)@ 75/45,Box Squats 4x10@ 80/50,,Muscle Snatch + OHS | 8x 3 (1+1)@ 45/35,Db Bench 4x10@ 30's/20's,Box Squats 4x8@ 85/55,(Snatch) | 1st Pull + 2nd Pull 5x 5+5@ 75/45,RDL 4x8@ 125/85,,(Clean) | 1st Pull + 2nd Pull 5x 5+5@ 75/45,,Bench 4x8@ 95/65,(Clean) | 1st Pull + 2nd Pull 5x 5+5@ 85/55,Box Squats 3x8@ 95/65),,(Snatch) | 1st Pull + 2nd Pull 5x 5+5@ 85/55,Db Floor Press 3x max reps@ 40's/25's
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,,,Cindy,,,,How to Brace Your Core,,Elizabeth,,,,Baby Giraffe Shoulders,,,,,,T-Spine Mobility (Neck/Shoulder Pain Relief),,Barbara Ann
Athlete,15min AMRAP,7rds; for time,5rds; for time,Low Back Rehab #1,15min AMRAP,20min AMRAP,20min AMRAP,E3MOM for 18min,EMOM for 15min,Litmus- Planks,10 | 9 | 8 | 7 | 6 | 5 | 4 | 3 | 2 | 1,for time,5rds; for time,20min AMRAP,EMOM for 15min,Litmus- Supine Overhead Sc,6rds; for time,Ellen,5rds; for best avg row time ,15min AMRAP,EMOM for 15min,Litmus- Seated T-Spine test,For max cals;,5rds; for time
,7ea Split Squats (25/15),:20 Iso I (10's/5's),10 Deadlift (40% Max),Litmus- RDL,7ea Shoulder Windmills,5 Pull Ups,40yd L. Kb/Db Overhead Carry (55/40),3 Muscle Ups,5yd Lateral shuffle (left),Stretch- Couch Mob | World's Greatest | Elevated Pigeon,for time,21-15-9,30 Lunges (40's/25's),10yd Broad Jump,for max reps,Stretch- Handcuff St | Pec Sm | PVC Y Stretch | Rear Delt Sm | Scap Sm. ,8 Push Press (70's/50's),3rds; for time,8 Deadlifts (70%) ,15 TTB,8 Kb Swings (70/55),Stretch- Lat Sm | OH Stretch | T-Spine Crunches | Martyr's Stretch | PVC Y Stretch,60 Squats (40/25),20 HSPU
,:30 Hollow Rocks,:30 Deadhang,20yd Banded Side Step,Stretch- Quad Sm | Samson St | QL Sm,10 Kb Swings (70/55),10 Push Ups,10 L. Single Leg RDL (55/40),5 HSPU,1 Burpee,Activate- Recliners | Deadbugs | Glute Bridges | St Arm Lat Pulldown (iso),Front Squat (60% of max),Cleans (155/105),15 Shoulder Press (40's/25's),20 RDL's (95/65),Min 1: Floor Press (50's/35's),Activ- Scap Push Ups | Underhand IYT's,30 V-Ups,20 Burpees,400m Row,100yd Farmers Carry (50's/35's),"10 Step Ups (24"")",Act- 1/2 Superman | Wall Sh Press,then,30 Deadlifts (135/95)
,20ea Tree pose sidekicks,:20 Iso Y (10's/5's),10 Plank Walkouts,Activate- Marches | Side Plank | Prone Hip Ext,:20 Iso Banded Row,15 Squats,40yd R. Kb/Db Overhead Carry (55/40),8 Evil Wheels,5yd Lateral shuffle (right),Int- RDL | Squat | Push Up,Chin Up,Ring Dips,7 Strict TTB,30 Bicycles,Min 2: Kb Swings (70/55),Int- Down Dog | Down Dog HSPU | HSPU,200m Row Sprint,21 Db Snatches (50/35),,5 Push Press (175/105),20 Lateral Hops,Int- OHS,6rds,40 Sit Ups
,,20 Pull Up Shrugs,,Int- Pulse Squats,:15 L-Sit,w/ 20lb Weight Vest,10 R. Single Leg RDL (55/40),,1 Burpee,Litmus- Plank,,,,,Min 3: Strict Pull Ups,,,12 Db Thrusters (50's/35's),,,,,1min Row,50 Dubs
,,:20 Iso T (10's/5's),,,,,,,15 Squat,,,,,,,,,,,,,,2min Rest,3min Rest
,,15 BPA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
