WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,4.25.22,4.26.22,4.27.22,4.28.22,4.29.22,4.30.22,5.2.22,5.3.22,5.4.22,5.5.22,5.6.22,5.7.22,5.9.22,5.10.22,5.11.22,5.12.22,5.13.22,5.14.22,5.16.22,5.17.22,5.18.22,5.19.22,5.20.22,5.21.22
Primer,30 Sumo Squats,15 Snatch BNP,Super friend sit-n-reach,,15 Sott's Press,,5 Pause Squats (135/85),10 Granny Shots,20 Banded RDL's,,10 Rev Med Ball Toss,,20 Banded Hip Hinge,10 Drop Snatch,10 Goblet Squats,,10 Drop Clean,,Med Ball Sq Jump 5x5,10 Rev Med Ball Toss,20 Banded Hip Hinge,,10 Med Ball for Ht,20ea Split Squats
Strength,,,,,ref 1.24.22,,,,,,ref 1.12.22,,,,,,,,ref 5.9.16,,,,,ref 3.7.16
Athlete,Sumo Deadlift 4x10@ 50%,1- Arm Bench 4x10ea@ 70/55,Pause Squats 5x5@ 50%,,Clean Complex; 5rds; 5ea,Row; Max effort,Back Squat 4x8@ 70%,3 Position Cleans 6x3@ 65%,Deadlifts 4x8@ 70%,,3 Position Snatch 6x3@ 65%,,Deadlift 4x8@ 72%,3 Position Snatch 6x3@ 70%,Back Squats 4x8@ 72%,,3 Position Clean 6x3@ 70%,,Back Squat 5x5@ 75%,3 Position Clean 6x3@ 70%,Deadlifts 5x5@ 75%,,3 Position Snatch 6x3@ 70%,
Enthusiast,Sumo Deadlift 4x10@ 50%,1-Arm Bench 4x10ea@ 55/35,Pause Squats 5x5@ 50%,,Muscle Clean (115/75),10x 5 max pulls,Back Squat 4x8@ 70%,3 Position Power Cleans 6x3@ 135/95,Deadlifts 4x8@ 70%,,3 Position Power Snatch 6x3@ 115/85,Shoulder wind up,Deaadlift 4x8@ 72%,3 Position P Snatch 6x3@70%,Back Squats 4x8@ 72%,,3 Position P Clean 6x3@ 70%,10 Turkish Get-Ups,Back Squat 5x5@ 75%,3 Position Power Clean 6x3@ 155/105,Deadlifts 5x5@ 75%,,3 Position Power Snatch 6x3@ 115/75,
Foundation,Sumo Deadlift 4x10@ 95/65,1-Arm Bench 4x10ea@ 40/25,Pause Squats 5x5@ 75/45,,Zombie Squat (95/65),:30sec rest,Back Squat 4x8@ 95/65,3 Position Muscle Clean 6x3@ 80/50,RDL 4x8@ 135/85,,3 Position Muscle Snatch 6x3@ 80/50,,RDL 4x8@ 155/95,3 Pos Mus Snatch 6x3@ 80/50,Back Squats 4x8@ 95/65,,3 Position M Clean 6x3@ 80/50,,Box Squat 5x5@ 115/75,3 Position Muscle Clean 6x3@ 80/50,RDL's 5x5@ 165/105,,3 Position Muscle Snatch 6x3@ 80/50,
At-Home,Sumo Squats 4x10@ backpack,One Arm Planks 4x30ea,"Tempo Squats 5x5 (5""-5""-5"")",,Sh Press (45/35),,Squats | 4x20@ bw,Squat Jumps | 6x10@ bw,Single Leg RDL | 4x12ea@ bw,,Down Dog HSPU  | 6x 9@ bw,,Hip Airplanes 4x8ea,Divebombers 6x9@ bw,Tempo Squats 5x5@ 5'-5'-5',,Squat Jumps 6x10@ bw,,Tempo Squats 5x5@ 7'-7'-7',Sott's Press 6x12@ pvc,Hip Airplanes 4x10ea,,Divebombers 6x10@ bw,
,glyc | legs- hvy | arms-light,Aer | legs- light | arms- hvy,Glyc | legs- med | arms- med,,Glyc | legs- light | arms- hvy,Gly | legs-med | arms-light,Arm-Heavy | Leg-Lite,Arm-Med | Leg-Med,Arm-Lt | Leg-Hvy,,Arm-Med | Leg-Med,Arm-Hvy | Leg-Lt,A-   | L-Hvy,A- Heavy | L-,A-    | L- Med,,A- Med | L-,A- Lt | L- Med,A- Med | L- Med,A- Lt wt | L- N/A,A- Hvy | L- Hvy,,A- Lt Wt | L- Lt Wt,A- Med | L- Med
WoD,,,,https://youtu.be/dE6Bddqsbcg,,,,,,https://youtu.be/0BmTLZqgDXI,,"""Lynne""",,,,https://youtu.be/cgpFFxI8Z_o,,,,,TJ,https://youtu.be/GBTj4uyXKLQ,,
