WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
Day,11.4.19,11.5.19,11.6.19,11.7.19,11.8.19,11.9.19,11.11.19,11.12.19,11.13.19,11.14.19,11.15.19,11.16.19,11.18.19,11.19.19,11.20.19,11.21.19,11.22.19,11.23.19,11.25.19,11.26.19,11.27.19,11.28.19,11.29.19,11.30.19
Primer,,,,,,,,,,,,,,,,,,,,,,,,
Strength,,,,,,,,,,,,,ref 9.6.19,,,,,,ref 6.3.19,,,,,
Athlete,Back Squats 5x3@ 85%,Clean 6x4@ 75%,Deadlifts 5x3@ 85%,,Snatch 6x3@ 80%,,Deadlift 5x3@ 88-90%,Hang Snatch 6x3@ 80%,Back Squats 5x3@ 88-90%,,Hang Clean 6x3@ 75%,,Back Squats 5x2@ 90-93%,Clean 6x2@ 80%,Deadlift 5x2@ 90-93%,,Snatch 6x2@ 80%,,Deadlifts 5x1@ 95%,Bench 5x1@ 95%,Back Squats 5x1@ 95%,,Shoulder Press 5x1@ 95%,
Enthusiast,Back Squats 5x3@ 75%,Power Clean 6x4@ 155/95,Deadlifts 5x3@ 75%,,Power Snatch 6x3@ 135/95,,Deadlift 5x3@ 78-80%,Hang Power Snatch 6x3@ 135/95,Back Squats 5x3@ 78-80%,,Hang Power Clean 6x3@ 155/95,,Back Squats 5x2@ 80-85%,Power Clean 6x2@ 155/105,Deadlift 5x2@ 90-93%,,Power Snatch 6x2@115/75,,Deadlifts 5x1@ 90%,Bench 5x1@ 90%,Back Squats 5x1@ 90%,,Shoulder Press 5x1@ 135/85,
Foundation,Box Squats 5x3@ 125/85,Muscle Clean 6x4@ 115/75,RDL 5x3@ 185/115,,Muscle Snatch 6x3@ 125/85,,RDL 5x3@ 195/125,Hang Muscle Snatch 6x3@ 125/85,Box Squats 5x3@ 135/95,,Hang Muscle Clean 6x3@ 115/75,,Box Squats 5x2@ 155/105,Clean+Fr Squat 6x2@115/75 ,RDL 5x2@ 205/145,,Snatch+OHS 6x2@ 95/65,,Deadlifts 5x2@ AHAP,Bench 5x2@ AHAP,Back Squats 5x2@ AHAP,,Shoulder Press 5x2@ AHAP,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,,CrossFit Open 20.5,,,,,,,Death by Meters,,,,,,,,,,The Gobbler '19,,
Athlete,15min AMRAP,7 rds; for time,15min AMRAP,Anatomy Trains,,Teams of 3 | for max reps,EMOM for 10min,7rds; for time,15min AMRAP,Anatomy Trains,5 rounds,Min 1: 100m,10rds; for time,15min AMRAP,For max reps,Anatomy Trains,5rds; for time,Partner WoD,5rds; for time,15min AMRAP,5rds; for time,for time | Partner WoD | YGIG,EMOM for 18min,For max meters
,40yd Farmers Carry (25's/15's)(Db's end up),5 Front Squats (3sec pause)(135/85),5 Db Shoulder Press (50's/35's),Superficial Back Line,,12min AMRAP,5 Front Squats (135/85),10 Dips (25/15),:30sec Row (for cal),Lateral Line,3 Bench press (80%),Min 2: 120m,3 Strict Pull Ups (AHvyAP),5 Muscle Clean (135/85),3rds,(Functional lines),10 Bent Over Rows (135/85),20min AMRAP,8 Single Leg Squats,For max reps,"6 Box Jumps (30""/24"")",200 Dubs,Min 1: Kb Swings (70/55),4x 4min
,7 Floor Press (185/125),7 Pull Ups (25/15),40yd Bear Crawl,Squat Sit OHS,,Wall Balls (20/14),7 Push Press (135/85),7 Dragon Flags,8 Lunges (185/125),Squat Sit w/ Whole body Iso,15ea 1-arm Bent Over Rows (50/35),Min 3: 140m,20 Dubs,10 RDL (135/85),Bench (135/85),Overhead Squat Sit,12 Db Thrusters (50's/35's),,15 Hollow Rocks,Min1: Ring Rows (ft on box),10 RDL's (205/135),150 Burpees,Min 2: Goblet Squats (50/35),Row 4min | rest | repeat
,5 Evil Wheels,,20 Dubs,Foot Smash,,200m Row,,5 Chest to Bar Pull Ups (15/10),15 HKR (15/10),Ant Tib Smash,,Min 4: 160m,,15 Sumo Squats (40/25),15 Db Shoulder Press (40's/25's),Adductors,14 Tuck Ups (ft under bar),Partner 1: ,30 Dubs,Min 2: Plyo Push Up,1min Plank,200 Dubs,Min 3: Ring Rows,
,,,,Calf Smash,,Toes To Bar,,,,Lateral Calf Smash,,Min 5: 180m,,,3rds,-Frog Sit & Butterfly St | IT Band,,500m Row,,Min 3: Db G2O (50/35),,150 Db Lunges (135/85),,The goal is to get more intense rows each round
,,,,Ham Smash,,,,,,Calf Smash,,(add 20m ea min till you can't complete the work),,,Bench (185/95),-Foam Roller & LAX | Side Hip,,,,,,200 Dubs,,
