WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,9.12.22,9.13.22,9.14.22,9.15.22,9.16.22,9.17.22,9.19.22,9.20.22,9.21.22,9.23.22,9.24.22,9.25.22,9.26.22,9.27.22,9.28.22,9.29.22,9.30.22,10.1.22,10.3.22,10.4.22,10.5.22,10.6.22,10.7.22,10.8.22
Primer,Movement Prep,15 Med Ball for ht,30 Kb Swings,,12 Box Jumps,,400m Row,10 Box Jumps,3x 20yd A-Skips/20yd Lat Hops,,10 Rev Med Ball Toss,30 Med Ball Chest Pass,Squat Rehab,10 Heaving Snatch Balance (95),15ea Hip Airplanes,,15 Med Ball Chest Pass,10 Rev Med Ball Toss,Iso Deadlifts 3x10sec,LAX Smash/Movement Prep 1,Plate Squats,,2x 20yd Broad/20yd Quick Steps,20 Single Leg Squats
Strength,,,,,,,,,,,,,,,ref 6.29.22,,Final Friday,ref 7.8.22,ref 7.6.22,,,,ref 7.13.22,ref 7.16.22
Athlete,Back Squats 5x3@ 70% | SS: 15 Hollow Rocks,Snatch Complex; 5rds | 5ea,Deadlifts 5x3@ 70% | SS: 20 St Arm Lat Pulldowns,,Clean Complex; 5rds; 5ea,OUT OF TOWN,Deadlifts 5x5@ 75%,Cl Pull+P. Cl.+Fr Sq 6x3ea@ 55%,Back Squats 5x5@ 75%,,Sn Pull+P Sn+OHS 6x3ea@55%,Bench 5x5@ 75%,Back Squats 5x7@ 65%,Power Snatch 6x3@ 75%,Deadlifts 5x7@ 65%,,Bench 5x7@ 65%,Power Clean 6x3@75%,Deadlifts 5x4@ 80%,,Back Squats 5x4@ 80%,,500m Row; for time,Power Snatch+OHS 6x3@ 70%
Enthusiast,Back Squats 5x3@ 70% | SS: 15 Hollow Rocks,Muscle Snatch (95/65),Deadlifts 5x3@ 70% | SS: 20 St Arm Lat Pulldowns,,Muscle Clean (115/75),,Deadlifts 5x5@ 75%,Cl Pull+P Cl+Fr Sq 6x3ea@135/85,Back Squats 5x5@ 75%,,Sn Pull+P Sn+OHS 6x3ea@75/45,Bench 5x5@ 75%,Back Squats 5x7@ 65%,Power Snatch (PP) 6x3@ 115/75,Deadlifts 5x7@ 65%,,Bench 5x7@ 65%,Power Clean (PP) 6x3@ 165/95,Deadlifts 5x4@ 80%,,Back Squats 5x4@ 80%,,,Power Snatch 6x3@ 125/85
Foundation,Back Squats 5x3@ 95/65 | SS: 15 Hollow Rocks,Overhead Squat (75/45) | BNP (45/35),RDL 5x3@ 135/85 | SS: 20 St Arm Lat Pulldowns,,Zombie Squat (95/65) | Sh Press (45/35),,RDL's 5x5@ 145/90,Cl Pull+M Cl+Fr Sq 6x3ea@95/65,Box Squats 5x5@ 115/75,,Sn Pull+M Sn+OHS 6x3ea@45/35,Bench 5x5@ 75/45,Box Squats 5x7@ 75/55,Muscle Sn (PP) 6x3@ 75/45,RDL's 5x7@ 115/75,,Bench 5x7@ 65/35,Muscle Cl (PP) 6x3@ 95/65,RDL 5x4@ 145/95,,Box Squats5x4@ 155/105,,,Power Sn (PP) 6x3@ 85/55
At-Home,Single Leg Squats 5x6ea@ bw,Hand Stand Hold 5x :30,Sumo Squats 5x 15@ bw,,Broad Jump 5x 10,,Single Leg RDL 5x5ea@ bw,Broad Jumps 5x10@ bw,Single Leg Squats 5x5ea@ bw,,OHS 6x7@ pvc,Eccentric Push Up 5x5@ bw,Single Leg Squats 5x7ea@ bw,Sq Sit BNP 6x5@ pvc,Single Leg RDL 5x7ea@ bw,,5min Planks,Squat Hops 6x10@ bw,Hip Airplanes 5x7ea,,Single Leg Squats 5x10ea@ bw,,400m Sprint,Sq Sit BNP 6x10@ pvc
,,,,,,,,,,,,,,,,,,,A-Med | L-Hvy,,Cardio- Hvy | Leg-Med | Arm-Lt,,,
WoD,,,,https://youtu.be/GmvaZCb3Syw,,,,,,https://youtu.be/a6f3b55ol4c,,,,,OPT Repeatability Test,,,,,Mogadishu Mile,,,,
Athlete,5rds; for time,15min AMRAP,EMOM for 12min,,FGB Style; for max reps,,15min AMRAP,EMOM for 15min,5rds; for max reps; 1min ea station,,15min AMRAP,Team WoD | for time,15min AMRAP,8rds; for time,3rds; ea rd for time,https://youtu.be/dE6Bddqsbcg,3rds; 1min ea station; for max reps,EMOM for 15min,2000m Row*,4rds; for time,15min AMRAP,https://youtu.be/eFQPNVbmf34,5rds; ,EMOM for 12min; for max abs
,200m Row,12 Jumping Lunge,5ea Suitcase Deadlift (70/55),,Db Thrusters (40's/25's),,20 Kb Swings (55/35),7 Ring Push Ups,Row (for cal),,8 Goblet Squats (40/25),Partner 1: 150 Wall Balls (20/14)*,14 Db G2O (40/25),5 Db Hang Clean (40's/25's),250m Row,,Row,10 Lunges (25/15),then,19 G2O (50/35),5 Chest to Bar Pull Ups,,5 Bench (80%),16 Kb Lunges (55/35)
