,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
Day,10.9.23,10.10.23,10.11.23,10.12.23,10.13.23,10.14.23,10.16.23,10.17.23,10.18.23,10.19.23,10.20.23,10.21.23,10.23.23,10.24.23,10.25.23,10.26.23,10.27.23,10.28.23,10.30.23,10.31.23,11.1.23,11.2.23,11.3.23,11.4.23
Primer,30 Heel Touches,15 Box Jump,30 1-Arm Kb Swings,,3min Arm circles,12 Drop Snatch,15 Box Jumps,6 Snatch Hi Pull,10 Double Jumps,,7 McGill Pull Ups,6 Clean Hi Pull,15 Box Jumps,30 Kb Swings,3 Iso Deadlifts,,15 Plyo Push Ups,8 Snatch Pulls,Movement Prep 1,10 Drop Snatch,Movement Prep 1,,10 Rev Med Ball Toss,15 Box Jumps
Strength,ref 9.12.22,ref 9.13.22,ref 9.14.22,,ref 1.31.23,ref 2.4.23,ref 2.8.23,ref 2.6.23,ref 2.7.23,,ref 2.11.23,,ref 2.20.23 | 8.7.23,ref 5.13.23,ref 5.10.23,,Friday Night Fitness | ref 7.28.23,ref 5.6.23,ref 9.9.22 | 11.28.22,ref 2.25.23 | 5.20.23 | 8.12.23,ref 11.30.22 | 8.11.23,,ref  8.8.23,ref 2.17.23 | 8.5.23
Athlete,Back Squats 4x3@ 83%,Clean 6x3@ 75%,Deadlifts 4x3@ 83%,,Bench 4x3@ 83%,Snatch 6x3@ 75%,Deadlifts 5x3@ 85%,Snatch 6x2@ 80%,Back Squats 5x3@ 85%,,Bench 5x3@ 85%,Clean 6x2@ 80%,Back Squats 5x2@ 87%,Clean 5x2@ 85%,Deadlifts 5x2@ 87%,,Bench 5x2@ 87%,Snatch 5x2@ 85%,Deadlifts 5x2@ 90%,Snatch 5x2@ 90%,Back Squats 5x2@ 90%,,Bench 5x2@ 90%,Clean 5x2@ 90%
Enthusiast,Back Squats 4x3@ 77%,Power Clean 6x3@ 185/125,Deadlifts 4x3@ 77%,,Bench 4x3@ 77%,Power Snatch 6x3@ 125/105,Deadlifts 5x3@ 80%,Power Snatch 6x2@ 135/115,Back Squats 5x3@ 80%,,Bench 5x3@ 80%,Power Clean 6x2@ 195/135,Back Squats 5x2@ 83%,Power Clean 5x2@ 205/145,Deadlifts 5x2@ 83%,,Bench 5x2@ 83%,Power Snatch 5x2@ 145/125,Deadlifts 5x2@ 85%,Power Snatch 5x2@ 155/110,Back Squats 5x2@ 85%,,Bench 5x2@ 85%,Power Clean 5x2@ 215/150
Foundation,Box Squats 4x3@ 135/95,Front Squats 6x3@ 95/65,RDL 4x3@ 145/105,,Bench 4x3@ 95/65,Overhead Squat 6x3@ 45/35,RDL's 5x3@ 155/115,Overhead Squats 6x3@ 45/35,Box Squats 5x3@ 145/105,,Bench 5x3@ 105/75,Front Squats 6x3@ 95/65,Box Squats 5x2@ 155/115,Front Squats 5x3@ 105/75,RDL's 5x2@ 165/125,,Bench Press 5x2@ 115/85,Overhead Squat 5x3@ 55/35,RDL's 5x2@ 175/135 ,Overhead Squat 5x3@ 55/35,Box Squats 5x2@ 165/125,,Bench 5x2@ 125/95,Front Squats 5x3@ 115/85
At-Home,Heel Touches 4x10ea@ bw,Jump Squats 6x7@ bw,Single leg RDL 4x12ea@ bw,,Push Ups 4x10@ bw,Squat Sit BNP 6x10@ pvc,Hip Airplanes 4x10ea@ bw,Overhead Squats 6x10@ pvc,Single Leg Squats 5x10ea@ bw,,Push Ups 5x10@ bw,Sotts Press 5x10@ pvc,Single Leg Squats 5x12ea @bw,Sotts Press 5x10@ pvc,Hip Airplanes 4x12ea @bw,,Push Ups 5x12@ bw,Overhead Squat 5x10@ pvc,Hip Airplanes 5x12ea@ bw,Pressing Sn Bal 5x10@ pvc,Single Leg Squats 5x12ea@ bw,,Push Ups 5x15@ bw,Broad Jumps 10x5@ bw
,A- Lt | L-Med,A- Med | L-Med,A-Lt | L-Lt,,A- Hvy (75) | L- Lt,A- Lt (20) | L- Hvy (110),A- Lt  | L- Hvy (142),A- Hvy (120) | L- Lt (10),A- Med(45) | L- Med (48),,A- Med(~43) | L- Med (50+),A- Lt(12) | L- Hvy (192),A- Lt (Dubs) | L- Hvy (80+),A- Hvy | L-Med,A-Lt | L-Hvy,,A- Hvy | L- Lt,A- Lt | L-Hvy,A- Med | L- Hvy,A- Hvy | L-Med,A- Lt | L- Med,,A- Hvy (75) | L- Lt (43),A- Med | L- Med
WoD,,,,Knee Pain Relief,,,,,,Prevent Injuries with the Squat Sit,,,,,,Knee Pain Relief,,,,,,Total Body Stress Relief,,
