WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,9.11.23,9.12.23,9.13.23,9.14.23,9.15.23,9.16.23,9.18.23,9.19.23,9.20.23,9.21.23,9.22.23,9.23.23,9.25.23,9.26.23,9.27.23,9.28.23,9.29.23,9.30.23,10.2.23,10.3.23,10.4.23,10.5.23,10.6.23,10.7.23
Primer,5 Explosive Squats (30%),10 Drop Snatches,20 Single Leg Box Jumps,,20 Around the worlds,,15 Box Jumps,15 Snatch Hi Pull ,80yd Big Skips,,15 Clean Hi Pull,20 Single Leg Box Jumps,15 Box Jumps,Barbell Complex,15 Rev Med Ball Toss,,15 Med Ball Chest Pass,10 Pressing Snatch Balance,25 Kb Swings,15 Box Jumps,20 Single Leg Squats,,10 Eccentric Push Ups,
Strength,ref 12.16.22 | 3.17.23,ref 10.21.22 | 1.6.23,,,ref 3.29.23,,ref  2.7.22 | 1.9.23,ref 1.10.23,,,,,ref 9.8.21,ref 9.10.21,ref 8.30.21,,Friday Night! (ref 7.7.23),ref 7.8.23,,,,,,Midwest Fall Classic
Athlete,Back Squats 5x5@ 60%,Sn Hi Pull + Hang Sn 6x3@ 65%,Deadlifts 5x5@ 60%,,Bench 5x5@ 60%,Clean Hi Pull + Hang Clean 6x3@ 65%,Deadlifts 4x5 +AMRAP@ 65%,Power Snatch 6x3@ 75%,Back Squats 4x5 +AMRAP@ 65%,,Power Clean 6x3@ 75%,Bench 4x5 +AMRAP@ 65%,Back Squats 5x3@ 80%,Clean 6x4@ 65%,Deadlifts  5x3@ 80%,,Bench 5x3@ 80%,Snatch 6x4@ 65%,Deadlifts 4x5@ 80%,Hang Snatch 6x4@ 65%,Back Squats 4x5@ 80%,,Bench 4x5@ 80%,
Enthusiast,Back Squats 5x5@ 55%,Sn Pull + Hang P. Sn + OHS 6x3@ 95/65,Deadlifts 5x5@ 55%,,Bench 5x5@ 55%,Cl Pull + Hang P. Cl + Fr Sq 6x3@ 155/95,Deadlifts 4x5 +AMRAP@ 60%,Muscle Snatch 6x3@ 115/75,Back Squats 4x5 +AMRAP@ 60%,,Muscle Clean 6x3@ 155/95,Bench 4x5 +AMRAP@ 60%,Back Squats 5x3@ 75%%,Power Clean 6x4@ 155/95,Deadlifts  5x3@ 75%,,Bench  5x3@ 75%,Power Snatch 6x4@ 115/75,Deadlifts 4x5@ 75%,Hang Power Snatch 6x4@ 115/75,Back Squats 4x5@ 75%,,Bench 4x5@ 75%,No Class
Foundation,Box Squats 5x5@ 75/45,BN Push Press + OHS 6x3@ 45/35,RDL's 5x5@ 115/65,,Bench 5x5@ 75/45,Sh Pr + Fr Sq 6x3@ 95/65,RDLs 4x5 +AMRAP@ 125/75,OHS 6x5@ AHvyAP,Box Squats 4x5 +AMRAP@ 85/55,,Front Squats 6x5@ 95/65,Bench 4x5 +AMRAP@ 85/55,Box Squats 5x3@ 135/85,Front Squats 6x5@ 95/65,RDL's  5x3@ 145/105,,Bench 5x3@ 95/65,OHS 6x5@ AHvyAP,RDL's  4x5@ 145/105,Hang Muscle Snatch 6x5@ 75/45,Box Squats  4x5@ 135/85,,Bench 4x5@ 95/65,
At-Home,Jump Squats 5x10@ bw,Squat Sit BNP + OHS 6x5+5@ pvc,Hip Airplanes 5x10ea@ bw,,Plyo Push Up 5x7@ bw,Jumping Split Squats 6x10ea@ bw,Single leg RDLs 5x12ea@ bw,OHS 6x5@ AHvyAP,Single Leg Squats  5x10ea@ bw,,Jump Squats 6x10@ bw,Push Ups 4x10 + AMRAP@ bw,Single Leg Squats 5x12ea @ bw,Jumping Split Squats 6x16@ bw,Hip Airplanes 5x10ea@ bw,,Dips 5x3@ b/n chairs,Overhead Squats 6x12@ pvc,Hip Airplanes 5x10ea@ bw,Squat Jumps 6x10,Single Leg Squats 5x12ea@ bw,,Dips 4x5@ b/n chairs,
,A- Lt | L- Med,A- Med (55) | L- Lt (Dubs),A- Lt | L- Hvy,,A-Med | L-Med,A- Hvy | L- Hvy,A- Lt (51) | L-  Hvy(132) ,A- Hvy | L- Lt (Row),A-Lt | L-Hvy,,A-Hvy | L-Med,A-Med | L-Med,A- Hvy | L-Lt,A-Lt | L-Med,A-Med | L-Hvy,,A-Med | L-Med,A- Hvy | L-Hvy,A-Lt | L-Hvy,A-Hvy | L-Lt,A-Lt | L-Med,,A-Med | L-Lt,
WoD,,,,https://youtu.be/eFQPNVbmf34,,,,,"""Lower Hyper EMOM""",Total Body Stress Relief,"""Upper Hyper EMOM""","""Fried"" ",,,,Shoulder Blade Pain Fix,,No Pain | No Gain,"""Death by Squats""",,,Total Body Stress Relief,,
