WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,7.18.22,7.19.22,7.20.22,7.21.22,7.22.22,7.23.22,7.25.22,7.26.22,7.27.22,7.28.22,7.29.22,7.30.22,8.1.22,8.2.22,8.3.22,8.4.22,8.5.22,8.6.22,8.8.22,8.9.22,8.10.22,8.11.22,8.12.22,8.13.22
Primer,20 Apollo Ohno's,15 Bent Over Sh Press,20 Split Squats,,2min Arm Circles,15 Muscle Clean,10 Single Leg Squats,10 Pressing Snatch Balance,10 Hip Airplanes (ea),,30 Band Pull Aparts,15 Box Jumps,15 Kb Swings,15 Zombie Squats,15 Barefoot Band Squats,,10 Pause Bench Press,10 Sq Sit BNP,20 Alt Hang Leg Raise,15 OHS,5 Pause Squats,,20 Plyo Push Ups,10 Rev Med Ball Toss
Strength,,,,,,,,,ref 8.30.16,,,,ref 5.10.22,,ref 9.2.16,,ref 5.13.22,ref 5.9.22,,ref 5.6.22,,,,ref 9.28.16
Athlete,Sumo Deadlift 3x10@ 65%,Banded Bench 3x10,Front Squats 3x10@ 175/125,,Push Press 3x10@ 155/105,Clean Complex,Back Squats 4x8@ 70%,Snatch Complex,Deadlifts 4x8@ 70%,,Bench 4x8@70%,Clean Complex,Deadlifts 4x8@ 72%,Clean Complex,Back Squats 4x8@ 72%,,Bench 4x8@ 72%,Snatch Complex,Deadlifts 5x5@ 75%,Snatch Complex,Back Squats 5x5@ 75%,,Bench 5x5@ 75%,Clean Complex
Enthusiast,Sumo Deadlift 3x10@ 65%,Banded Bench 3x10,Front Squats 3x10@ 135/85,,Push Press 3x10@ 125/95,DL+Hang Hi Pull+ Hang Clean,Back Squats 4x8@ 70%,SG DL+Hang Hi Pull+ Hang Sn,Deadlifts 4x8@ 70%,,Bench 4x8@70%,DL+Hang Hi Pull+ Hang Cl,Deadlifts 4x8@ 72%,DL+Hang Hi Pull+Hang Cl,Back Squats 4x8@ 72%,,Bench 4x8@ 72%,SG DL+Hang Hi Pull+Hang Sn,Deadlifts 5x5@ 75%,SG DL+Hang Hi Pull+Hang Sn,Back Squats 5x5@ 75%,,Bench 5x5@ 75%,DL+Hang Hi Pull+Hang Cl
Foundation,Sumo Deadlift 3x10@ 125/80,Banded Bench 3x10,Arnold Squats 3x10@ 75/45,,Push Press 3x10@ 95/64,6x2+2+2@ 50% | 115/75 | 75/45,Box Squats 4x8@ 75/65,6x2+2+2@ 50% | 95/65 | 75/45,RDL 4x8@ 115/75,,Bench 4x8@ 95/65,6x2+2+2@ 55% | 135/85 | 95/65,RDL 4x8@ 125/85,6x2+2+2@ 60% | 145/90 | 100/70,Box Squats 4x8@ 85/75,,Bench 4x8@ 100/70,6x2+2+2@55% | 105/75 | 80/50,RDL 5x5@ 155/105,6x2+2+2@60% | 115/80 | 85/55,Box Squats 5x5@ 95/65,,Bench 5x5@ 105/75,6x2+2+2@ 65% | 155/95 | 105/75
At-Home,Sumo Squats 3x10@ bw,Kneading Planks 3x 1min,Single Leg Squat 3x10@ bw,,Down Dog HSPU 3x10@ bw,*n/a- add time to WoD*,Squat 4x15@ backpack,Sq Sit BNP+OHS 6x5+5@ pvc,Single Leg RDL 4x10ea@ bag,,Push Ups 4x15@ bw,Sott's Press 6x10@ pvc,Single Leg RDL 4x10ea@ back,Sott's Press 6x10@ pvc,Squat 4x15@ backpack,,Push Ups 4x12,Sq Sit BNP+OHS 6x5+5@ pvc,Single Leg RDL 5x10ea@ back,Sq Sit BNP+OHS 6x5+5@ pvc,Squat 5x15@ backpack,,Push Ups 5x12@ bw,Sott's Press 6x10@ pvc
,A- n/a | L- Hvy,A- Hvy | L-n/a,A-Lt | L- Med,,A- Med | L- Lt,A- Lt | L- Med,A- Lt | L- Hvy,A- Med | L- Lt,A- Lt | L- Med,,A- Hvy | L- Med,A- Med | L- Lt/Med,A- Hvy | L- Lt,A- Lt | L- Hvy,A- Med | L- Med,,A- Hvy | L- n/a,A- Lt | L- Hvy,A- Med (72) | L- Med (115),A- Light (54) | L- Light (69),A- Hvy (108) | L- Hvy (138),,A- Hvy (95+) | L- Lt (100),A- Med (72) | L- Hvy (72)
WoD,,,,https://youtu.be/5MfhGKK_fo0,,,,,,https://youtu.be/GBTj4uyXKLQ,,,,,,https://youtu.be/5Ba-v5Olb6U,,,,,,https://youtu.be/eFQPNVbmf34,,
