WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,2.27.23,2.28.23,3.1.23,3.2.23,3.3.23,3.4.23,3.6.23,3.7.23,3.8.23,3.9.23,3.10.23,3.11.23,3.13.23,3.14.23,3.15.23,3.16.23,3.17.23,3.18.23,3.20.23,3.21.23,3.22.23,3.23.23,3.24.23,3.25.23
Primer,"Eccentric Squats (7""-1""-1"")",10 Rev Med Ball Toss,Copenhagen Plank :30ea,,,15 Front Squats,15 Box Jumps,20 Med Ball Push Press,20ea Heel Touch,,30 Med Ball Floor Toss,10ea Single Leg Box Jumps,"10 Tempo Squats 5""-5""-5""",15 OHS,7 Ecc Ring Rows,,10ea Single Leg Box Jumps,15 Plyo Push Ups,3x :10 Iso DL ,10 Pressing Snatch Balance,15 Box Jumps,,12 Divebomber Push Ups,SpSq Sh Pr x 15
Strength,,ref 1.8.22,,,,ref 1.2.21,CF_FB_Jan_B12,,ref 12.26.20,,,,,,ref 12.21.22,,ref 12.16.22,ref 12.12.23,ref 12.14.22,,ref 1.3.22,,,ref 12.10.22
Athlete,Anderson Squats 5x3@ 70%,SG DL+Snatch 6x3@ 65%,Sumo Deadlifts 5x3@ 70%,,,DL+Clean 6x3@ 65%,Deadlifts 5x5@ 75%,Cleans 5x3@ 70%,Back Squats 5x5@ 75%,,Bench 5x5@ 75%,Snatches 5x3@ 70%,Back Squats 5x7@ 65%,Sn Hi Pull+H. P. Sn 6x2@ 75%,Deadlifts 5x7@ 65%,,Cl Hi Pull+H.P. Cl 6x2@ 75%,Bench 5x7@ 65%,Deadlifts 5x3 @ 80%,P. Sn+ OHS 6x3@ 65%,Back Squats 5x3@ 80%,,Bench 5x3@ 80%,P. Cl+ Split Jerk 6x3@ 65%
Enthusiast,Anderson Squats 5x3@ 70%,SG DL+Snatch 6x3@ 95/65,Sumo Deadlifts 5x3@ 70%,,,DL+Clean 6x3@ 155/95,Deadlifts 5x5@ 75%,Power Cleans 5x3@ 155/95,Back Squats 5x5@ 75%,,Bench 5x5@ 75%,Power Snatches 5x3@ 115/75,Back Squats 5x7@ 65%,SG DL+H. P. Sn 6x2@ 115/75,Deadlifts 5x7@ 65%,,DL + H.P. Cl 6x2@ 115/75,Bench 5x7@ 65%,Deadlifts 5x3 @ 80%,P. Sn+ OHS 6x3@ 95/65,Back Squats 5x3@ 80%,,Bench 5x3@ 80%,P. Cl+ Push Press 6x3@ 115/75
Foundation,Anderson Box Sq 5x3@ 95/65,SG RDL+M Snatch 6x3@ 75/45,Sumo Deadlifts 5x3@ 135/85,,,RDL+M Clean 6x3@ 75/45,RDL's 5x5@ 135/85,Muscle Cleans 5x3@ 75/45,Back Squats 5x5@ 95/65,,Bench 5x5@ 75/45,Muscle Snatch 5x3@ 75/45,Box Squats 5x7@ 85/55,SG DL+H. M. Sn 6x2@ 75/45,RDL's 5x7@ 125/75,,DL + H.M. Cl 6x2@ 75/45,Bench 5x7@ 65/40,RDL's 5x3@ 155/95,M. Sn+ BNP 6x3@ 45/35,Box Squats 5x3@ 115/75,,Bench 5x3@ 85/55,M. Cl.+ Sh Pr 6x3@ 45/35
At-Home,Single Leg Squats (to box) 5x10,Dive Bomber Push Ups 5x10,Cossack Squats 5x12@ bw,,,Broad Jumps 6x8,Single Leg RDL's 5x5ea,Jump Squats 5x 15,Single Leg Squats 5x 10ea,,Hand Release Push Ups 5x10,OHS 5x10 @ pvc,"Tempo Squats 5x5@ 7""-7""-7""",Sq Sit BNP 6x10 @ pvc,Rev Plank 8x :30,,Sott's Press 6x10,Plyo Push Ups 5x10,Hip Airplanes 5x5ea@ bw,Jump Squats 6x10@ bw,Single Leg Squats 5x10ea@ bw,,"Ecc Push Ups 5x5 @ 5"" down",OHS 6x10@ pvc
,,,,,,,A- light | L- heavy,A-Hvy | L-Lt,A- Med | L- Med,,A- Hvy | L-Lt,A-Med | L-Hvy,A- Lt | L- Hvy,A- Hvy | L-Lt,A- Med | L- Med,,A- Lt | L- Med,A- Med  | L- Hvy,A- Lt | L-Med,A- Lt | L- Lt,A- Med | L- Med,,A- Lt | L- Lt,A- Hvy | L- Hvy
WoD,,,,https://youtu.be/eFQPNVbmf34,CF Open 23.3,,,,Ivan,https://youtu.be/trLakUDOpr0,,,,,,https://youtu.be/5Ba-v5Olb6U,,,,,Baseline,https://youtu.be/dE6Bddqsbcg,,
