WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,1.29.24,1.30.24,1.31.24,2.1.24,2.2.24,2.3.24,2.5.24,2.6.24,2.7.24,2.8.24,2.9.24,2.10.24,2.12.24,2.13.24,2.14.24,2.15.24,2.16.24,2.17.24,2.19.24,2.20.24,2.21.24,2.22.24,2.23.24,2.25.24
Primer,20 Cossack Squats,10 Pressing Snatch Balance,20 Single leg squats,,20 1-Arm Db Thrusters,15 Box Jumps,20 Med Ball Push Press,Clean Complex,10ea Single Leg Box Jumps,,10 Turkish Get Ups,15 Box Jumps,20 Single Leg RDLs,25 Kb Swings,15 Box Jumps,,10 Med Ball Side Toss,10 Rev Med Ball Toss,20 Single Leg Squats,20 Jumping Lunges,15 Box Jumps,,10 Med Ball Reverse Toss,10 Behind the Press (Squat sit)
Strength,2.27.19 | 2.24.16,4.27.21,4.1.22,,5.26 | 8.25 | 11.18.23,7.27.19,3.7.23,1.11.22 | 1.13.16,3.11.23,,8.3.19,11.16.19,12.12.22 | 6.3 | 8.26 | 11.27.23,12.13.22,2.14.23 | 2.14.22,,3.24.23 | 8.28.23,1.28.19,ref 4.15.22,2.26.20,12.21.22 | 3.15 | 6.14 | 9.16 | 11.29.23,,Friday Night Fitness | ref 8.16 | 5.23 | 2.28 | 11.17.23,6.15.16 | 11.1.21
Athlete,Sumo Deadlifts 5x5@ 75%,(Snatch) | 1st Pull+H Sn+OHS | 8x 2@ (1+1+1)@ 55%,Back Squats 5x5@ 75%,,Db Bench 5x15@ 50's/35's,(Clean) | 1st Pull + H Cl (knee) + Thruster| 8x 2 (1+1+1)@ 55%,Back Squats 5x5@ 65%,Hang Clean 6x3@ 65%,Deadlifts 5x5@ 65%,,Bench 5x5@ 65%,Hang Snatch 6x3@ 65%,Deadlifts 5x5@ 70%,Hang Hi Pull + Hang Sn 6x2+1@ 70%,Back Squats 5x5@ 70%,,Hang Hi Pull + Hang Cl 6x2+1@ 70%,Bench 5x5@ 70%,Back Squats 5x3@ 75%,Hang Clean 6x3@ 75%,Deadlifts 5x3@ 75%,,Bench 5x3@ 75%,Hang Snatch 6x3@ 75%
Enthusiast,Sumo Deadlifts 5x5@ 65%,(Snatch) | 1st Pull+H Sn+OHS | 8x 2@ (1+1+1)@ 75/45,Back Squats 5x5@ 65%,,Db Bench 5x15@ 40's/25's,(Clean) | 1st Pull + H Cl (knee) + Thruster | 8x 2 (1+1+1)@ 115/75,Back Squats 5x5@ 55%,Hang Clean 6x3@ 155/105,Deadlifts 5x5@ 55%,,Bench 5x5@ 55%,Hang Snatch 6x3@ 95/65,Deadlifts 5x5@ 60%,Hang Hi Pull + Hang Sn 6x2+1@ 115/75,Back Squats 5x5@ 60%,,Hang Hi Pull + Hang Cl 6x2+1@ 155/105,Bench 5x5@ 65%,Back Squats 5x3@ 65%,Hang Power Clean 6x3@ 185/125,Deadlifts 5x3@ 65%,,Bench 5x3@ 65%,Hang Power Snatch 6x3@ 125/75
Foundation,Sumo RDL 5x5@ 95/65,Muscle Snatch + OHS | 8x 3 (1+1)@ 45/35,Box Squats 5x5@ 145/90,,Db Bench 5x15@ 25's/15's,Muscle Clean + Fr Sq | 8x 3 (1+1)@ 75/45,Box Squats 5x5@ 135/85,Zombie Squats 6x3@ 45/35,RDL's 5x5@ 115/75,,Bench 5x5@ 75/45,Overhead Squats 6x3@ 25/15,RDL's 5x5@ 125/80,Overhead Squats 6x4@ 25/15,Box Squats 5x5@ 140/90,,Zombie Squats 6x4@ 45/35,Bench 5x5@ 85/55,Box Squats 5x3@ 155/95,Zombie Squats 6x4@ 75/45,RDL's 5x3@ 135/85,,Bench 5x5@ 95/65,Overhead Squats 6x4@ 45/35
At-Home,Sumo Squats 5x10@ bw,Drop Snatch + SqSit BNP + OHS 8x5ea@ pvc,Heel Touches 5x12ea@ bw,,Push Ups 5x15@ bw,Squat Jump + Sott's Press + Zombie Squat 8x5ea@ pvc,Heel Touches 5x10ea@ bw,Jump Squas 6x5@ bw,Single Leg RDL 5x7ea@ bw,,Push Ups 5x10@ bw,Overhead Squats 6x3@ AHvyAP,Single Leg RDL 5x7ea@ bw,Overhead Squats 6x4@ AHvyAP,Heel Touches 5x12ea@ bw,,Jump Squats 6x7@ bw,Push Ups 5x12@ bw,Single Leg Squats 5x10ea@ bw,Jumping Lunges 6x10ea,Hip Airplanes 5x5ea @ bw,,Push Ups 5x15@ bw,Overhead Squats 6x10@ pvc
WoD,A- Lt | L- Hvy,A- Hvy | L- Lt,A- Lt | L- Med,,A- Lt | L-Hvy,,A-Hvy | L-Lt,A- Lt | L-Med,A-Med | L-Hvy,,A-Hvy | L- Lt,A- Lt | L-Med,A- Lt | L- Hvy,A- Hvy | L- Med,A- Med (75+) | L- Med (75+),,A- Lt | L- Lt,A- Hvy | L- Med,A- Lt | L- Hvy,A- Hvy | L- Lt,A- Med | L-Med,,A - Hvy | L- Lt,A - Med | L- Hvy
Athlete,Jumping Nancy,,,https://youtu.be/trLakUDOpr0,,Fortittude,,,,Strengthen Your Lower Back (Have Less Low Back Pain) - YouTube,Bergeron Beep Test,Death by Meters,,,Thruster Walkabout,Fix Weak/Immobile Ankles | https://youtu.be/kqUkPGAQ0ow,,,,,,Knee Pain Relief | https://youtu.be/5Ba-v5Olb6U,,
,5rds,5rds; for time,15min AMRAP,,for time,EMOM for 30min,EMOM for 15min,5rds; for time,15min AMRAP,,EMOM for as long as possible,Min 1: 100m,15min AMRAP,for time,Partner Workout; YGIG; for time,,5rds; 1min ea station; max reps,6x3min AMRAPs w/ 1min rest b/n,15min AMRAP,EMOM for 15min,2000m Row*,,30-20-10; for time,EMOM
,200 Double Unders,:20 Iso I (10's/5's),3 Tire flips (big),,50 Dubs,Even: 15/12 Cal Row,5 Shoulder Press (95/65),30 Dubs,"5 Burpee Box Jump Over (24"")",,7 Thrusters (75/45),Min 2: 120m,10 Db Bench (50's/35's),20 Push Press (135/85),,,Row (for cal),Rounds 1-3,8 Kb Swings (70/55),5 Chest to Bar Pull Up,then,,Ring Rows (flat),7 Burpees
,15 OHS (115/75),:30 Deadhang,10 Beast Pull Throughs (70/55),,40 Jumping Lunges,Odd: 15 Burpees,5 Chin Ups,15 Kb Swings (70/55),10 Goblet Squat (55/35),,7 Pull Ups,Min 3: 140m,8 Front Squats (135/85),30 Cossack Squats (25/15),150 Db Thrusters (40's/25's)*,,Dubs,15 Kb Swings (70/55),12 Wall Balls (30/20),8 Burpee,30 Shoulder Press (115/75),,Push Ups,Max Front Rack Lunges (115/75)
,,:20 Iso Y (10's/5's),,,30 Single Leg Squats,Modify reps to reach a working period of about :45,12 Tricep Kickbacks (15's/10's),8 Plyo Push Ups,15 SG RDL (135/85),,7 Burpees,Min 4: 160m,6 Strict TTB,40 Rev Push Ups (|| to floor),*every time you stop | 110yd Farmers Carry (70/55),,Burpees,10 Strict Pull Ups,16 Side to Side Jumps,,*use to calculate VO2 max,,Shoulder Press (95/65),*go until you reach 100 reps on lunges
,,20 Pull Up Shrugs,,,20 Sumo Squats (55/35),Better to make a mod at the beginning and stick to it | rather than change mid-WoD,,4 Strict TTB,,,,Min 5: 180m,,50 Banded Side Steps,,,,Rounds 4-6,,,,,,
,,:20 Iso T (10's/5's),,,10 Dragon Flags,,,,,,,(add 20m ea min till you can't complete the work),,60 Db Tri Ext (25's/15's),,,,100m Row,,,,,,*15min time cap*
,,15 BPA,,,,,,,,,,,,70 Dubs,,,,8 Burpees,,,,,,
,,,,,,,,,,,,Rest is whatever time leftover w/in ea min,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,5rds,5rds; for time,15min AMRAP,,for time,EMOM for 30min,EMOM for 15min,5rds; for time,15min AMRAP,,EMOM for as long as possible,Min 1: 100m,15min AMRAP,for time,Partner Workout; YGIG; for time,,5rds; 1min ea station; max reps,6x3min AMRAPs,15min AMRAP,EMOM for 15min,2000m Row*,,30-20-10; for time,EMOM
,100 Dubs,:20 Iso I (5's/2.5's),5 Tire Flips (med),,25 Dubs,Even: 15/12 Cal Row,5 Shoulder Press (75/45),30 Dubs,"5 Burpee Box Jump Over (20"")",,7 Thrusters (75/45),Min 2: 120m,10 Db Bench (40's/25's),20 Push Press (95/65),,,Row (for cal),Rounds 1-3,8 Db RDL (40/25),5 Pull Up,then,,Ring Rows (>flat | <45 degrees),5 Burpees
,15 OHS (95/65),:30 Deadhang,10 Beast Pull Throughs (55/35),,40 Jumping Lunges,Odd: 15 Burpees,5 Box Chin Ups,15 Kb Swings (55/35),10 Goblet Squat (40/25),,7 Pull Ups,Min 3: 140m,8 Front Squats (115/75),30 Cossack Squats (bw),150 Db Thrusters (25's/15's)*,,Dubs,15 Kb Swings (55/35),12 Wall Ball Thrusters (20/14),8 Burpee,30 Shoulder Press (95/65),,Push Ups,Max Front Rack Lunges (95/65)
,,:20 Iso Y (5's/2.5's),,,30 Single Leg Squats (assisted),Modify reps to reach a working period of about :45,12 Tricep Kickbacks (10's/5's),8 Banded Push Ups,15 SG RDL (95/65),,7 Burpees,Min 4: 160m,6 Strict KTE,40 Ring Rows (<45*),*every time you stop | 110yd Farmers Carry (55/35),,Burpees (on knees),10 Pull Ups,16 Banded Side Steps,,*use to calculate VO2 max,,Shoulder Press (75/45),*go until you reach 100 reps on lunges
